scontrino_id,vendita_id,cassa_id,prodotto_id,quantità,prezzo_unitario,totale,giorno,ora,metodo_pagamento
505c0501-3581-440f-849b-167d224ad488,960ea5df-976e-4e58-993d-b5aa6fc4c612,CASSA_01,3586,5,3.81,19.05,2026-01-31,09:55:41,carta
505c0501-3581-440f-849b-167d224ad488,0d679d86-81eb-4a50-be2d-711a50bda81d,CASSA_01,2155,3,4.57,13.71,2026-01-31,09:55:42,carta
505c0501-3581-440f-849b-167d224ad488,f259380a-655f-4901-86c4-7810fb40fd80,CASSA_01,1196,3,4.59,13.77,2026-01-31,09:55:43,carta
505c0501-3581-440f-849b-167d224ad488,a689610b-41fe-4a28-828c-0a4a728861c4,CASSA_01,389,1,2.76,2.76,2026-01-31,09:55:44,carta
505c0501-3581-440f-849b-167d224ad488,1226ba75-26e3-40ce-a8a3-fe572ba076d3,CASSA_01,728,4,7.05,28.2,2026-01-31,09:55:45,carta
505c0501-3581-440f-849b-167d224ad488,1fab56f4-cb36-4376-a3d6-df0b985de56b,CASSA_01,791,4,5.21,20.84,2026-01-31,09:55:46,carta
505c0501-3581-440f-849b-167d224ad488,8065e613-fecc-4a94-b879-cc86bb0c71d6,CASSA_01,3124,1,3.4,3.4,2026-01-31,09:55:47,carta
505c0501-3581-440f-849b-167d224ad488,17dfb866-8acb-4741-afac-202ee7c6e45c,CASSA_01,4872,2,2.39,4.78,2026-01-31,09:55:48,carta
505c0501-3581-440f-849b-167d224ad488,65315ac8-aba8-43ff-abc1-9db7ad0c9bd7,CASSA_01,3813,4,4.52,18.08,2026-01-31,09:55:49,carta
e370b60a-ecd9-477d-b94a-6f706deb2eeb,45541e27-94ce-4aca-87ee-535fc9897d4d,CASSA_01,4380,3,2.35,7.05,2026-01-31,10:51:07,carta
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,e5f0acf3-3575-4f52-b370-bd72b66f1cc6,CASSA_01,2899,5,2.71,13.55,2026-01-31,09:41:28,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,095293fe-997a-44ca-a9cd-03f0148e358d,CASSA_01,1117,4,9.02,36.08,2026-01-31,09:41:29,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,741b1bcd-181d-4023-aedd-21e5a17029ed,CASSA_01,3401,3,2.4,7.2,2026-01-31,09:41:30,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,05e5232d-8b46-4744-af7f-f588e67740e0,CASSA_01,1603,4,7.43,29.72,2026-01-31,09:41:31,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,484f49cf-efb1-4350-9400-44bc2453f59f,CASSA_01,416,2,2.92,5.84,2026-01-31,09:41:32,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,9c162983-7ab9-4c08-adef-bfb6f7f56bb7,CASSA_01,2713,3,1.12,3.36,2026-01-31,09:41:33,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,4baead06-f8d2-4dbf-9f63-43ccfc15dc0e,CASSA_01,4679,3,0.99,2.97,2026-01-31,09:41:34,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,295d1bbe-97b4-4e90-99fb-adb52b7f4de6,CASSA_01,1546,3,1.22,3.66,2026-01-31,09:41:35,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,7aebd685-6611-4bcc-bd07-236c5a4f775d,CASSA_01,1481,2,5.72,11.44,2026-01-31,09:41:36,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,8eb2d25e-9df0-400d-91ab-c6f99987a76d,CASSA_01,1076,5,8.84,44.2,2026-01-31,09:41:37,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,be7489d2-ee03-4898-8ef6-58b3791def1c,CASSA_01,2959,1,4.83,4.83,2026-01-31,09:41:38,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,1df1d226-086f-4ea3-a2be-145086032c4f,CASSA_01,3217,3,1.59,4.77,2026-01-31,09:41:39,contanti
8c8440f8-f792-4a50-9ccc-b3ac5bbe3c5e,502223f3-3352-49e5-ac9f-d432aa793324,CASSA_01,587,4,3.01,12.04,2026-01-31,09:41:40,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,3c500a70-37e3-439d-b823-e534e7668c07,CASSA_01,4065,2,7.24,14.48,2026-01-31,10:18:41,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,b19a08bf-53cd-4e66-bbc5-2e8895519225,CASSA_01,2070,2,4.19,8.38,2026-01-31,10:18:42,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,8d1b8865-b7d4-4ba9-933e-21ebc3833b9b,CASSA_01,2721,5,7.05,35.25,2026-01-31,10:18:43,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,55ce6a4f-73b3-4147-9808-c0208132dca3,CASSA_01,978,4,3.94,15.76,2026-01-31,10:18:44,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,f173ef28-6a2d-4f6f-8168-d3747c6c083a,CASSA_01,3908,1,10.47,10.47,2026-01-31,10:18:45,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,79da4758-63c2-4037-9faa-956c7aa49c81,CASSA_01,707,4,1.59,6.36,2026-01-31,10:18:46,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,f259a025-9f19-44da-9d54-674e09d6e121,CASSA_01,4442,5,4.9,24.5,2026-01-31,10:18:47,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,784c0f9a-5dd9-485f-a865-8d3cb2195e38,CASSA_01,1667,1,8.28,8.28,2026-01-31,10:18:48,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,093993c1-d2b7-4cdc-a6ce-90b23cfd0c6d,CASSA_01,2461,5,12.11,60.55,2026-01-31,10:18:49,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,6557bf40-b658-406f-9dd4-28548dc1f02b,CASSA_01,2740,2,1.25,2.5,2026-01-31,10:18:50,contanti
d2683c83-1c49-45d9-bf65-c3ec0a5a2101,d2f81ac4-d20d-4c1d-874a-f5301dab4a05,CASSA_01,3220,4,0.78,3.12,2026-01-31,10:18:51,contanti
7904f611-3462-419d-a98f-64b0cd3a01b9,9b65f2f2-caf8-4d4a-9263-11094bb4fb27,CASSA_01,2213,2,1.39,2.78,2026-01-31,09:51:43,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,8f35a747-3e99-45f0-ae6b-df11b3d82041,CASSA_01,302,5,3.26,16.3,2026-01-31,10:28:19,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,818f7ce0-c119-4215-9e9a-b24f3bdf7bde,CASSA_01,1113,1,1.01,1.01,2026-01-31,10:28:20,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,9099efec-5bb5-429f-9b3c-f47614954514,CASSA_01,3092,1,9.52,9.52,2026-01-31,10:28:21,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,a50c0024-0a36-4bce-b009-7d15cb2ea977,CASSA_01,3748,1,6.08,6.08,2026-01-31,10:28:22,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,99d0f24e-98e4-4870-9301-cea8ec9fe74b,CASSA_01,4521,1,5.79,5.79,2026-01-31,10:28:23,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,8e10fa80-6d82-4ea8-b360-418b7b61a2ed,CASSA_01,3863,1,2.49,2.49,2026-01-31,10:28:24,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,5038b0fa-4e18-448f-b2ea-a74cc1ddcdcc,CASSA_01,2100,3,2.05,6.15,2026-01-31,10:28:25,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,c4948a7e-6153-405f-b871-84635190918c,CASSA_01,2248,2,1.59,3.18,2026-01-31,10:28:26,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,7bda9f03-3927-4a25-a111-f2664f6277bf,CASSA_01,3057,4,5.47,21.88,2026-01-31,10:28:27,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,3c1cfa13-a0d0-4798-a267-68d3b10b3591,CASSA_01,4705,5,1.69,8.45,2026-01-31,10:28:28,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,f3ae1f8e-bd1b-4020-8dce-7c9ba1ec30d0,CASSA_01,699,2,4.42,8.84,2026-01-31,10:28:29,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,32f31bf4-a8e9-4ca0-aab8-e1a95e64cf94,CASSA_01,3068,1,8.65,8.65,2026-01-31,10:28:30,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,0fafaff9-a484-4aee-a4a4-559ec22c06ed,CASSA_01,2743,2,0.98,1.96,2026-01-31,10:28:31,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,50cd9bbb-7490-4837-9ce1-130253035463,CASSA_01,2678,5,1.43,7.15,2026-01-31,10:28:32,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,8cb8c94a-e2d7-43c4-8f0b-c3f92de15193,CASSA_01,1500,5,3.18,15.9,2026-01-31,10:28:33,contanti
00703587-8578-4bcd-9cd0-1cc643da36a5,6431f3a0-adbd-424b-8b1c-fe8bdc33954b,CASSA_01,3401,3,2.4,7.2,2026-01-31,10:28:34,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,1954be2d-b3f3-401c-9e45-1fe06bbc6821,CASSA_01,870,4,6.85,27.4,2026-01-31,09:16:54,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,7ede5208-a881-4fbc-a0e8-2f4766a6bcea,CASSA_01,805,1,5.79,5.79,2026-01-31,09:16:55,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,8719702e-fbc9-41f5-8908-2b2e34f27922,CASSA_01,3875,3,7.21,21.63,2026-01-31,09:16:56,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,0bddf8f6-7eaa-4584-aa69-0b1620db1df5,CASSA_01,3499,5,4.87,24.35,2026-01-31,09:16:57,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,dd084825-523e-4ae3-b681-07c62c137700,CASSA_01,1354,2,3.33,6.66,2026-01-31,09:16:58,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,448c820b-ddc6-4a0d-b284-eb1d8a1302cb,CASSA_01,7,5,4.44,22.2,2026-01-31,09:16:59,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,7d606c91-c439-427e-a574-2d7bddfa1a53,CASSA_01,3613,3,13.01,39.03,2026-01-31,09:17:00,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,40f9cd22-f85b-4254-996b-96428284972e,CASSA_01,1103,4,8.84,35.36,2026-01-31,09:17:01,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,0515d6a1-70d8-4f2a-b662-7ab0450a4746,CASSA_01,1320,1,5.2,5.2,2026-01-31,09:17:02,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,47d9d002-c6a3-4cbc-982b-960dff49f5bf,CASSA_01,4705,2,1.69,3.38,2026-01-31,09:17:03,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,04d92eac-cbfd-4db6-8788-5a3f91e66e33,CASSA_01,2392,5,1.91,9.55,2026-01-31,09:17:04,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,5f9e0dfe-4dbe-4b57-8a6d-9e0742619ad8,CASSA_01,424,3,5.87,17.61,2026-01-31,09:17:05,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,a81ffbae-f3c4-4d34-9faf-62262f3311f2,CASSA_01,1880,5,1.85,9.25,2026-01-31,09:17:06,contanti
f5bd4163-434c-4506-a0c0-b9d19ae9f373,dc87ec2f-3511-41a4-9ed0-5f5ce1d8b1dd,CASSA_01,2041,5,8.14,40.7,2026-01-31,09:17:07,contanti
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,d7a026cb-7f7d-4de5-8e66-111d8fc8bd33,CASSA_01,175,4,7.46,29.84,2026-01-31,10:19:59,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,931376ce-8f8f-4b5a-a5ee-1910a566c32c,CASSA_01,1063,3,2.94,8.82,2026-01-31,10:20:00,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,991d2774-bdb8-41ea-92b6-5eab4d94bc7d,CASSA_01,3182,1,2.73,2.73,2026-01-31,10:20:01,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,f673bf39-7e1a-41b7-967b-ed0b56af3a26,CASSA_01,2535,2,3.56,7.12,2026-01-31,10:20:02,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,d62076d2-b4af-4d24-a350-377a5148ec94,CASSA_01,3957,5,2.24,11.2,2026-01-31,10:20:03,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,6ddb8e24-0761-4c51-8e96-8bf0cbfced84,CASSA_01,1230,4,3.67,14.68,2026-01-31,10:20:04,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,8fb5d6f9-6d84-4402-aba1-30f389fe3c1d,CASSA_01,3541,5,2.62,13.1,2026-01-31,10:20:05,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,a6889536-9be2-40de-89be-c5ce01aed594,CASSA_01,4809,1,3.49,3.49,2026-01-31,10:20:06,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,b354f3b5-8f37-4f9b-b8ca-af44542a363b,CASSA_01,3601,3,2.83,8.49,2026-01-31,10:20:07,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,eec579d6-1f59-4058-a3e8-0079d1f51d1c,CASSA_01,4526,4,4.95,19.8,2026-01-31,10:20:08,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,200a7de8-59ce-4f8a-997a-0371aa25f414,CASSA_01,181,1,3.06,3.06,2026-01-31,10:20:09,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,da03581b-897a-4058-b1fe-1015f375f285,CASSA_01,1596,3,12.87,38.61,2026-01-31,10:20:10,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,213dd73c-a2b7-4493-ad07-7419ca628cf0,CASSA_01,2259,3,2.0,6.0,2026-01-31,10:20:11,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,75f06f57-cb5b-49a2-952c-a6a38f79b36f,CASSA_01,2982,1,1.91,1.91,2026-01-31,10:20:12,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,baf9ee8b-1e63-4869-ad9d-59479ec3dd41,CASSA_01,4576,4,2.75,11.0,2026-01-31,10:20:13,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,597bdb21-1695-4373-a713-1e2f67a60c9e,CASSA_01,2069,1,4.06,4.06,2026-01-31,10:20:14,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,155d1b5c-b447-41b9-846c-5e85131a44c0,CASSA_01,3622,5,3.82,19.1,2026-01-31,10:20:15,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,ec5aa16c-db0c-4de2-b893-a97077da7181,CASSA_01,3924,4,2.85,11.4,2026-01-31,10:20:16,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,a52797b8-7c41-4a0a-aaa9-a1dc8dc9015f,CASSA_01,3311,5,4.72,23.6,2026-01-31,10:20:17,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,9e3b734e-0fa0-4c01-aacd-2bbf72431576,CASSA_01,2919,4,4.4,17.6,2026-01-31,10:20:18,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,5fa2e6eb-d11b-42a1-8133-9852e77daf24,CASSA_01,665,4,5.69,22.76,2026-01-31,10:20:19,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,5fcb467a-e88c-4977-bebe-0324cd67a6b7,CASSA_01,4462,4,1.39,5.56,2026-01-31,10:20:20,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,f3250b54-63a4-4e93-a2b7-d40e9be0b8f1,CASSA_01,2485,3,2.88,8.64,2026-01-31,10:20:21,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,0702c99b-513c-4a40-821f-bf45da9d138c,CASSA_01,1820,5,1.31,6.55,2026-01-31,10:20:22,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,a8fe8e03-f9b2-4e6e-ac00-74e12fb6322a,CASSA_01,2052,5,3.11,15.55,2026-01-31,10:20:23,carta
b1fb0680-acf5-4dfd-8ffd-659ef0dc920b,757f97b2-ce1b-4c3a-af39-db4355ea32db,CASSA_01,2901,5,6.57,32.85,2026-01-31,10:20:24,carta
3409cc11-b63d-4b43-b95e-53ad0cf23132,a4ed1545-4bbd-4501-90fd-eaad136faea3,CASSA_01,2829,2,2.87,5.74,2026-01-31,09:53:17,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,a6d4f961-caf9-4e02-8d2e-96ec4dbd6475,CASSA_01,4755,5,3.29,16.45,2026-01-31,09:53:18,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,724de63e-8997-4068-82d2-8fea5985e044,CASSA_01,4642,1,4.61,4.61,2026-01-31,09:53:19,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,4dff999a-a9fe-4c1d-8e76-526616832bed,CASSA_01,3622,5,3.82,19.1,2026-01-31,09:53:20,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,0d2f8069-761a-4419-a322-750a02ef2eea,CASSA_01,4174,5,1.44,7.2,2026-01-31,09:53:21,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,f82f53f2-e21b-44a7-b33d-b581884a9975,CASSA_01,836,1,3.6,3.6,2026-01-31,09:53:22,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,a315880e-e83f-44b1-b148-0d1ded7014b1,CASSA_01,4494,1,1.3,1.3,2026-01-31,09:53:23,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,a7b9e545-e18b-4dc1-a0fb-0431d09e35e9,CASSA_01,4818,5,6.64,33.2,2026-01-31,09:53:24,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,a4f6392c-d55c-4644-92d2-afb315d13c64,CASSA_01,1919,2,1.96,3.92,2026-01-31,09:53:25,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,78ff28ea-ac3f-479f-815c-aaa8377b6f0f,CASSA_01,2111,1,1.64,1.64,2026-01-31,09:53:26,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,b6e5f84c-652e-4ea4-a308-0446215de546,CASSA_01,954,4,3.48,13.92,2026-01-31,09:53:27,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,400fc08a-f909-4ac7-ba9c-d6627c33360f,CASSA_01,3728,4,1.89,7.56,2026-01-31,09:53:28,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,a3d30d25-591f-4c50-a91d-9e756ae4c8d4,CASSA_01,3264,5,0.96,4.8,2026-01-31,09:53:29,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,fbd82632-d48e-44a7-b837-761a39ef1f62,CASSA_01,4982,2,2.33,4.66,2026-01-31,09:53:30,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,f27de243-f0f9-459a-b402-707a9d92ed37,CASSA_01,2129,4,1.18,4.72,2026-01-31,09:53:31,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,e0fa26ea-0276-4ea4-ac2f-904474a70892,CASSA_01,701,1,2.85,2.85,2026-01-31,09:53:32,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,94258703-e9ba-4f70-8bf6-19a1991c268d,CASSA_01,850,4,0.97,3.88,2026-01-31,09:53:33,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,695e9176-d543-4943-9b6b-865c731bac75,CASSA_01,3160,5,4.37,21.85,2026-01-31,09:53:34,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,c4364c39-5e6f-48a3-95ff-961f8c5ddaef,CASSA_01,1650,4,4.2,16.8,2026-01-31,09:53:35,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,d0efa8c1-c118-4e9b-bf3d-a4bb37b18228,CASSA_01,3090,4,2.19,8.76,2026-01-31,09:53:36,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,111d1815-ea0b-43a2-92f5-8d6542841b79,CASSA_01,2094,5,4.76,23.8,2026-01-31,09:53:37,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,d889db43-5768-47dc-8291-3d0c710fbc13,CASSA_01,1348,3,2.98,8.94,2026-01-31,09:53:38,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,e7dae02b-64b7-4d46-8e42-55275c5b2307,CASSA_01,4644,5,12.16,60.8,2026-01-31,09:53:39,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,13373c87-2acf-4094-b270-462d343db061,CASSA_01,203,3,3.96,11.88,2026-01-31,09:53:40,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,b7988b6d-7b53-4d4d-ae10-34adeafb2d8b,CASSA_01,2797,1,5.07,5.07,2026-01-31,09:53:41,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,23a2515f-2cbe-42b7-b071-e77db9bb5314,CASSA_01,304,3,5.72,17.16,2026-01-31,09:53:42,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,b8cbde28-2feb-47a1-ae77-affb5626aa8b,CASSA_01,1529,4,1.76,7.04,2026-01-31,09:53:43,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,948ce77e-9873-415d-9ad2-3170dbbac02d,CASSA_01,4714,4,2.41,9.64,2026-01-31,09:53:44,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,b5d27fe1-7505-4b2f-9eb5-05a97a76c143,CASSA_01,320,1,4.62,4.62,2026-01-31,09:53:45,contanti
3409cc11-b63d-4b43-b95e-53ad0cf23132,356feffd-da8b-42f5-9808-d51f5abf5785,CASSA_01,1560,1,1.85,1.85,2026-01-31,09:53:46,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,1a6e934c-5a1c-422b-9c3a-6138042cae22,CASSA_01,2977,2,6.05,12.1,2026-01-31,10:06:52,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,7363867b-19eb-44a7-92c2-341e544ac1da,CASSA_01,4587,5,4.39,21.95,2026-01-31,10:06:53,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,bca7b904-d7c1-45dd-b112-1e37b1512c7f,CASSA_01,1840,4,3.61,14.44,2026-01-31,10:06:54,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,18a16727-1ad4-47f4-be30-65263d241680,CASSA_01,4586,5,9.5,47.5,2026-01-31,10:06:55,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,5a03b5f4-9f94-4c22-bfa2-516e24a472c7,CASSA_01,3014,4,5.62,22.48,2026-01-31,10:06:56,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,929dc913-40ef-417c-b21b-ed2b850622cd,CASSA_01,994,1,2.78,2.78,2026-01-31,10:06:57,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,498f9116-a5a7-4cc7-9e3b-7e310799c5e3,CASSA_01,861,4,2.44,9.76,2026-01-31,10:06:58,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,f54e96ec-6e56-49de-8b55-a28bdcc4c54d,CASSA_01,1586,1,4.08,4.08,2026-01-31,10:06:59,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,1fefb89f-aeb5-49f1-8a90-aaeeedb93b8c,CASSA_01,2732,3,1.62,4.86,2026-01-31,10:07:00,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,2966d656-882d-4add-9763-5bb322f88537,CASSA_01,121,5,3.16,15.8,2026-01-31,10:07:01,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,840eebfa-4af1-4de4-8765-43ae3e59703e,CASSA_01,68,2,0.64,1.28,2026-01-31,10:07:02,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,5a8a4d99-2e85-4061-96a8-ed3c983d8c70,CASSA_01,3345,2,4.25,8.5,2026-01-31,10:07:03,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,454930d2-d187-438c-bb85-525e68dc1d37,CASSA_01,2179,5,2.43,12.15,2026-01-31,10:07:04,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,94608739-247d-43fa-9f4e-7fa22c512f84,CASSA_01,4884,5,4.82,24.1,2026-01-31,10:07:05,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,5106f5ee-f4a0-4a67-be57-63bc974bfe15,CASSA_01,4296,5,5.27,26.35,2026-01-31,10:07:06,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,083df1c6-56eb-4a46-81fc-dff935be2bce,CASSA_01,954,3,3.48,10.44,2026-01-31,10:07:07,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,ddd5781c-1f8d-4d42-94f3-378105a312e9,CASSA_01,2873,5,5.94,29.7,2026-01-31,10:07:08,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,dbbce467-5edf-4ec8-90bc-d3c2fd82c799,CASSA_01,3833,1,4.47,4.47,2026-01-31,10:07:09,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,8d30d4d5-9379-457c-9628-d187d9773120,CASSA_01,3324,2,9.28,18.56,2026-01-31,10:07:10,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,8cc4ef79-208a-49c4-9d6e-da93c3360dc6,CASSA_01,4312,1,4.0,4.0,2026-01-31,10:07:11,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,5e1e08a1-4bd5-4c35-b410-939dd8c0b171,CASSA_01,4155,4,5.03,20.12,2026-01-31,10:07:12,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,2937109e-5c63-48f4-a7f2-61c15f6ae472,CASSA_01,1475,4,2.48,9.92,2026-01-31,10:07:13,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,94ba0f84-9815-49aa-9729-3bfea7460e97,CASSA_01,4785,4,1.96,7.84,2026-01-31,10:07:14,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,b2af96f2-1a7b-48d2-8327-5052305c1ec6,CASSA_01,4711,5,3.61,18.05,2026-01-31,10:07:15,contanti
bb3ab7b5-5e7f-452b-beae-4239f75d4a16,5b229ab5-d118-4d3e-86ab-3f7ca88629a5,CASSA_01,1374,4,5.46,21.84,2026-01-31,10:07:16,contanti
7765678a-cb7d-48f7-9ebf-2968d811547b,6c7a4cc2-f427-46f7-b038-85cb097537c1,CASSA_01,3318,1,3.86,3.86,2026-01-31,10:50:49,contanti
7765678a-cb7d-48f7-9ebf-2968d811547b,f36e1367-8b88-4bf2-880b-4a7f229a371c,CASSA_01,760,5,3.34,16.7,2026-01-31,10:50:50,contanti
7765678a-cb7d-48f7-9ebf-2968d811547b,56c48a3e-0c0b-4fe8-9cb3-5d9f746c78a4,CASSA_01,2951,2,4.25,8.5,2026-01-31,10:50:51,contanti
7765678a-cb7d-48f7-9ebf-2968d811547b,d8f65e67-b775-4975-8360-5f2c2ba0cd9f,CASSA_01,1492,5,2.05,10.25,2026-01-31,10:50:52,contanti
7765678a-cb7d-48f7-9ebf-2968d811547b,a6b43049-fb54-4a57-92dc-dd03f47d1aad,CASSA_01,4529,1,6.2,6.2,2026-01-31,10:50:53,contanti
