prodotto_id,codice_barre,nome,descrizione,categoria,prezzo_netto,iva_percento,prezzo_lordo,attivo,updated_at
297,8831671577725,Prodotto Latticini Bio 297,Prodotto Latticini Bio 297 - descrizione commerciale,Latticini,1.66,10,1.83,1,2026-01-14 09:25:01
298,8987880675055,Prodotto Panetteria Classico 298,Prodotto Panetteria Classico 298 - descrizione commerciale,Panetteria,0.81,10,0.89,1,2026-01-22 09:25:01
299,8859313864232,Prodotto Surgelati Integrale 299,Prodotto Surgelati Integrale 299 - descrizione commerciale,Surgelati,1.93,10,2.12,1,2026-01-08 09:25:01
300,8179774770764,Prodotto Casa Bio 300,Prodotto Casa Bio 300 - descrizione commerciale,Casa,3.52,10,3.87,1,2026-01-04 09:25:01
301,8203827541552,Prodotto Igiene Premium 301,Prodotto Igiene Premium 301 - descrizione commerciale,Igiene,3.3,10,3.63,1,2026-01-09 09:25:01
302,8898240793251,Prodotto Latticini Premium 302,Prodotto Latticini Premium 302 - descrizione commerciale,Latticini,2.96,10,3.26,1,2026-01-18 09:25:01
303,8600841487132,Prodotto Alimentari Tradizionale 303,Prodotto Alimentari Tradizionale 303 - descrizione commerciale,Alimentari,3.6,10,3.96,1,2026-01-08 09:25:01
304,8450120539850,Prodotto Alimentari Convenienza 304,Prodotto Alimentari Convenienza 304 - descrizione commerciale,Alimentari,5.2,10,5.72,1,2026-01-25 09:25:01
305,8195413991236,Prodotto Alimentari Integrale 305,Prodotto Alimentari Integrale 305 - descrizione commerciale,Alimentari,4.26,10,4.69,1,2026-01-17 09:25:01
306,8940903787369,Prodotto Latticini Formato Famiglia 306,Prodotto Latticini Formato Famiglia 306 - descrizione commerciale,Latticini,1.14,10,1.25,1,2026-01-04 09:25:01
307,8996927590793,Prodotto Casa Formato Famiglia 307,Prodotto Casa Formato Famiglia 307 - descrizione commerciale,Casa,8.89,10,9.78,1,2026-01-24 09:25:01
308,8689446617246,Prodotto Latticini Extra 308,Prodotto Latticini Extra 308 - descrizione commerciale,Latticini,3.55,10,3.91,0,2026-01-12 09:25:01
309,8650306972519,Prodotto Alimentari Premium 309,Prodotto Alimentari Premium 309 - descrizione commerciale,Alimentari,4.2,10,4.62,1,2026-01-03 09:25:01
310,8258349471318,Prodotto Latticini Senza Zucchero 310,Prodotto Latticini Senza Zucchero 310 - descrizione commerciale,Latticini,1.99,10,2.19,1,2026-01-27 09:25:01
311,8258788944203,Prodotto Igiene Premium 311,Prodotto Igiene Premium 311 - descrizione commerciale,Igiene,6.68,10,7.35,1,2026-01-06 09:25:01
312,8873173654377,Prodotto Panetteria Formato Famiglia 312,Prodotto Panetteria Formato Famiglia 312 - descrizione commerciale,Panetteria,3.33,10,3.66,1,2026-01-10 09:25:01
313,8409639669990,Prodotto Surgelati Integrale 313,Prodotto Surgelati Integrale 313 - descrizione commerciale,Surgelati,6.02,10,6.62,1,2026-01-08 09:25:01
314,8431266430731,Prodotto Alimentari Integrale 314,Prodotto Alimentari Integrale 314 - descrizione commerciale,Alimentari,2.97,10,3.27,1,2026-01-31 09:25:01
315,8126217900266,Prodotto Latticini Bio 315,Prodotto Latticini Bio 315 - descrizione commerciale,Latticini,3.79,10,4.17,1,2026-01-19 09:25:01
316,8831008871379,Prodotto Panetteria Premium 316,Prodotto Panetteria Premium 316 - descrizione commerciale,Panetteria,4.47,10,4.92,1,2026-01-17 09:25:01
317,8632475666744,Prodotto Panetteria Convenienza 317,Prodotto Panetteria Convenienza 317 - descrizione commerciale,Panetteria,3.97,10,4.37,1,2026-01-13 09:25:01
318,8322718579498,Prodotto Casa Convenienza 318,Prodotto Casa Convenienza 318 - descrizione commerciale,Casa,10.75,10,11.83,1,2026-01-15 09:25:01
319,8767869956154,Prodotto Casa Formato Famiglia 319,Prodotto Casa Formato Famiglia 319 - descrizione commerciale,Casa,5.48,10,6.03,1,2026-01-31 09:25:01
320,8628830134227,Prodotto Surgelati Bio 320,Prodotto Surgelati Bio 320 - descrizione commerciale,Surgelati,4.2,10,4.62,1,2026-01-10 09:25:01
321,8181076601193,Prodotto Panetteria Extra 321,Prodotto Panetteria Extra 321 - descrizione commerciale,Panetteria,1.49,10,1.64,1,2026-01-06 09:25:01
322,8894418084436,Prodotto Bevande Classico 322,Prodotto Bevande Classico 322 - descrizione commerciale,Bevande,2.32,10,2.55,1,2026-01-28 09:25:01
323,8723800109854,Prodotto Casa Convenienza 323,Prodotto Casa Convenienza 323 - descrizione commerciale,Casa,11.27,10,12.4,1,2026-01-11 09:25:01
324,8319601771700,Prodotto Igiene Formato Famiglia 324,Prodotto Igiene Formato Famiglia 324 - descrizione commerciale,Igiene,6.86,10,7.55,1,2026-01-13 09:25:01
325,8678233554012,Prodotto Alimentari Bio 325,Prodotto Alimentari Bio 325 - descrizione commerciale,Alimentari,5.24,10,5.76,1,2026-01-06 09:25:01
326,8731369967445,Prodotto Casa Integrale 326,Prodotto Casa Integrale 326 - descrizione commerciale,Casa,6.7,10,7.37,1,2026-01-30 09:25:01
327,8142773142138,Prodotto Alimentari Bio 327,Prodotto Alimentari Bio 327 - descrizione commerciale,Alimentari,5.96,10,6.56,1,2026-01-28 09:25:01
328,8307291508837,Prodotto Latticini Classico 328,Prodotto Latticini Classico 328 - descrizione commerciale,Latticini,2.8,10,3.08,1,2026-01-03 09:25:01
329,8119680663493,Prodotto Bevande Formato Famiglia 329,Prodotto Bevande Formato Famiglia 329 - descrizione commerciale,Bevande,2.14,10,2.35,1,2026-01-10 09:25:01
330,8807261227006,Prodotto Igiene Convenienza 330,Prodotto Igiene Convenienza 330 - descrizione commerciale,Igiene,2.95,10,3.25,1,2026-01-31 09:25:01
331,8636214194615,Prodotto Panetteria Bio 331,Prodotto Panetteria Bio 331 - descrizione commerciale,Panetteria,2.1,10,2.31,1,2026-01-23 09:25:01
332,8556450884932,Prodotto Latticini Formato Famiglia 332,Prodotto Latticini Formato Famiglia 332 - descrizione commerciale,Latticini,1.28,10,1.41,1,2026-01-04 09:25:01
333,8544915079603,Prodotto Panetteria Senza Zucchero 333,Prodotto Panetteria Senza Zucchero 333 - descrizione commerciale,Panetteria,1.75,10,1.93,1,2026-01-05 09:25:01
334,8843464377715,Prodotto Surgelati Senza Zucchero 334,Prodotto Surgelati Senza Zucchero 334 - descrizione commerciale,Surgelati,6.29,10,6.92,1,2026-01-13 09:25:01
335,8136539568401,Prodotto Panetteria Premium 335,Prodotto Panetteria Premium 335 - descrizione commerciale,Panetteria,1.14,10,1.25,1,2026-01-09 09:25:01
336,8959227683745,Prodotto Surgelati Convenienza 336,Prodotto Surgelati Convenienza 336 - descrizione commerciale,Surgelati,5.24,10,5.76,1,2026-01-12 09:25:01
337,8297445982591,Prodotto Alimentari Bio 337,Prodotto Alimentari Bio 337 - descrizione commerciale,Alimentari,1.86,10,2.05,0,2026-01-13 09:25:01
338,8446238799527,Prodotto Panetteria Convenienza 338,Prodotto Panetteria Convenienza 338 - descrizione commerciale,Panetteria,3.24,10,3.56,1,2026-01-11 09:25:01
339,8846156275498,Prodotto Panetteria Classico 339,Prodotto Panetteria Classico 339 - descrizione commerciale,Panetteria,2.42,10,2.66,1,2026-01-15 09:25:01
340,8961567397261,Prodotto Igiene Bio 340,Prodotto Igiene Bio 340 - descrizione commerciale,Igiene,8.95,10,9.85,1,2026-01-22 09:25:01
341,8830073978960,Prodotto Panetteria Extra 341,Prodotto Panetteria Extra 341 - descrizione commerciale,Panetteria,1.57,10,1.73,1,2026-01-18 09:25:01
342,8859358453725,Prodotto Alimentari Premium 342,Prodotto Alimentari Premium 342 - descrizione commerciale,Alimentari,2.94,10,3.23,1,2026-01-15 09:25:01
343,8171224330381,Prodotto Latticini Tradizionale 343,Prodotto Latticini Tradizionale 343 - descrizione commerciale,Latticini,4.92,10,5.41,1,2026-01-11 09:25:01
344,8570628446562,Prodotto Latticini Senza Zucchero 344,Prodotto Latticini Senza Zucchero 344 - descrizione commerciale,Latticini,3.27,10,3.6,0,2026-01-28 09:25:01
345,8464548369138,Prodotto Alimentari Classico 345,Prodotto Alimentari Classico 345 - descrizione commerciale,Alimentari,3.76,10,4.14,1,2026-01-22 09:25:01
346,8695794823758,Prodotto Surgelati Integrale 346,Prodotto Surgelati Integrale 346 - descrizione commerciale,Surgelati,5.03,10,5.53,1,2026-01-04 09:25:01
347,8863097125944,Prodotto Casa Extra 347,Prodotto Casa Extra 347 - descrizione commerciale,Casa,11.96,10,13.16,1,2026-01-14 09:25:01
348,8977375958394,Prodotto Surgelati Premium 348,Prodotto Surgelati Premium 348 - descrizione commerciale,Surgelati,5.8,10,6.38,1,2026-01-05 09:25:01
349,8941026286310,Prodotto Casa Integrale 349,Prodotto Casa Integrale 349 - descrizione commerciale,Casa,1.66,10,1.83,1,2026-01-03 09:25:01
350,8154388316893,Prodotto Bevande Senza Zucchero 350,Prodotto Bevande Senza Zucchero 350 - descrizione commerciale,Bevande,0.64,10,0.7,1,2026-01-21 09:25:01
351,8829134358487,Prodotto Panetteria Formato Famiglia 351,Prodotto Panetteria Formato Famiglia 351 - descrizione commerciale,Panetteria,4.37,10,4.81,1,2026-01-03 09:25:01
352,8528789317617,Prodotto Alimentari Senza Zucchero 352,Prodotto Alimentari Senza Zucchero 352 - descrizione commerciale,Alimentari,2.67,10,2.94,0,2026-01-12 09:25:01
353,8260631753440,Prodotto Alimentari Premium 353,Prodotto Alimentari Premium 353 - descrizione commerciale,Alimentari,2.18,10,2.4,1,2026-01-10 09:25:01
354,8263706458305,Prodotto Surgelati Senza Zucchero 354,Prodotto Surgelati Senza Zucchero 354 - descrizione commerciale,Surgelati,2.74,10,3.01,1,2026-01-14 09:25:01
355,8283344683804,Prodotto Latticini Senza Zucchero 355,Prodotto Latticini Senza Zucchero 355 - descrizione commerciale,Latticini,1.04,10,1.14,1,2026-01-18 09:25:01
356,8209496896653,Prodotto Casa Senza Zucchero 356,Prodotto Casa Senza Zucchero 356 - descrizione commerciale,Casa,7.31,10,8.04,1,2026-01-27 09:25:01
357,8629355572712,Prodotto Casa Classico 357,Prodotto Casa Classico 357 - descrizione commerciale,Casa,2.27,10,2.5,1,2026-01-23 09:25:01
358,8681934169778,Prodotto Bevande Premium 358,Prodotto Bevande Premium 358 - descrizione commerciale,Bevande,1.25,10,1.38,1,2026-01-20 09:25:01
359,8815810954883,Prodotto Surgelati Formato Famiglia 359,Prodotto Surgelati Formato Famiglia 359 - descrizione commerciale,Surgelati,5.59,10,6.15,1,2026-01-06 09:25:01
360,8231762682826,Prodotto Igiene Classico 360,Prodotto Igiene Classico 360 - descrizione commerciale,Igiene,5.29,10,5.82,1,2026-01-19 09:25:01
361,8969808337573,Prodotto Surgelati Tradizionale 361,Prodotto Surgelati Tradizionale 361 - descrizione commerciale,Surgelati,6.12,10,6.73,1,2026-01-08 09:25:01
362,8837460552552,Prodotto Casa Bio 362,Prodotto Casa Bio 362 - descrizione commerciale,Casa,9.34,10,10.27,1,2026-01-06 09:25:01
363,8963742282076,Prodotto Latticini Senza Zucchero 363,Prodotto Latticini Senza Zucchero 363 - descrizione commerciale,Latticini,3.46,10,3.81,1,2026-01-26 09:25:01
364,8469960991865,Prodotto Surgelati Integrale 364,Prodotto Surgelati Integrale 364 - descrizione commerciale,Surgelati,6.11,10,6.72,1,2026-01-06 09:25:01
365,8534830467816,Prodotto Casa Senza Zucchero 365,Prodotto Casa Senza Zucchero 365 - descrizione commerciale,Casa,4.8,10,5.28,1,2026-01-07 09:25:01
366,8432241853724,Prodotto Bevande Premium 366,Prodotto Bevande Premium 366 - descrizione commerciale,Bevande,0.52,10,0.57,1,2026-01-06 09:25:01
367,8163225127045,Prodotto Latticini Classico 367,Prodotto Latticini Classico 367 - descrizione commerciale,Latticini,3.58,10,3.94,1,2026-01-03 09:25:01
368,8813904472894,Prodotto Igiene Formato Famiglia 368,Prodotto Igiene Formato Famiglia 368 - descrizione commerciale,Igiene,3.89,10,4.28,0,2026-01-24 09:25:01
369,8401382040975,Prodotto Surgelati Convenienza 369,Prodotto Surgelati Convenienza 369 - descrizione commerciale,Surgelati,7.14,10,7.85,1,2026-01-13 09:25:01
370,8947454369872,Prodotto Surgelati Senza Zucchero 370,Prodotto Surgelati Senza Zucchero 370 - descrizione commerciale,Surgelati,4.66,10,5.13,1,2026-01-12 09:25:01
371,8489952442192,Prodotto Bevande Classico 371,Prodotto Bevande Classico 371 - descrizione commerciale,Bevande,1.99,10,2.19,1,2026-01-07 09:25:01
372,8190538342328,Prodotto Igiene Premium 372,Prodotto Igiene Premium 372 - descrizione commerciale,Igiene,3.15,10,3.47,1,2026-01-24 09:25:01
373,8355597603944,Prodotto Latticini Extra 373,Prodotto Latticini Extra 373 - descrizione commerciale,Latticini,3.16,10,3.48,1,2026-01-29 09:25:01
374,8519742739594,Prodotto Alimentari Premium 374,Prodotto Alimentari Premium 374 - descrizione commerciale,Alimentari,1.4,10,1.54,1,2026-01-17 09:25:01
375,8457504923833,Prodotto Surgelati Bio 375,Prodotto Surgelati Bio 375 - descrizione commerciale,Surgelati,5.38,10,5.92,1,2026-01-24 09:25:01
376,8965299578899,Prodotto Panetteria Tradizionale 376,Prodotto Panetteria Tradizionale 376 - descrizione commerciale,Panetteria,2.18,10,2.4,1,2026-01-09 09:25:01
377,8331285640057,Prodotto Alimentari Bio 377,Prodotto Alimentari Bio 377 - descrizione commerciale,Alimentari,3.35,10,3.69,1,2026-01-21 09:25:01
378,8607344140562,Prodotto Panetteria Tradizionale 378,Prodotto Panetteria Tradizionale 378 - descrizione commerciale,Panetteria,1.97,10,2.17,1,2026-01-05 09:25:01
379,8248580722166,Prodotto Bevande Formato Famiglia 379,Prodotto Bevande Formato Famiglia 379 - descrizione commerciale,Bevande,1.43,10,1.57,1,2026-01-30 09:25:01
380,8330102377532,Prodotto Surgelati Integrale 380,Prodotto Surgelati Integrale 380 - descrizione commerciale,Surgelati,2.67,10,2.94,1,2026-01-10 09:25:01
381,8305347984225,Prodotto Igiene Integrale 381,Prodotto Igiene Integrale 381 - descrizione commerciale,Igiene,3.97,10,4.37,1,2026-01-07 09:25:01
382,8891887551809,Prodotto Casa Tradizionale 382,Prodotto Casa Tradizionale 382 - descrizione commerciale,Casa,7.93,10,8.72,1,2026-01-10 09:25:01
383,8199834390254,Prodotto Alimentari Convenienza 383,Prodotto Alimentari Convenienza 383 - descrizione commerciale,Alimentari,5.55,10,6.11,1,2026-01-28 09:25:01
384,8714338120314,Prodotto Latticini Extra 384,Prodotto Latticini Extra 384 - descrizione commerciale,Latticini,1.84,10,2.02,1,2026-01-30 09:25:01
385,8271110314121,Prodotto Latticini Premium 385,Prodotto Latticini Premium 385 - descrizione commerciale,Latticini,2.04,10,2.24,1,2026-01-18 09:25:01
386,8149379716382,Prodotto Latticini Formato Famiglia 386,Prodotto Latticini Formato Famiglia 386 - descrizione commerciale,Latticini,1.83,10,2.01,1,2026-01-06 09:25:01
387,8620148663448,Prodotto Alimentari Convenienza 387,Prodotto Alimentari Convenienza 387 - descrizione commerciale,Alimentari,2.06,10,2.27,0,2026-01-05 09:25:01
388,8598950530250,Prodotto Alimentari Senza Zucchero 388,Prodotto Alimentari Senza Zucchero 388 - descrizione commerciale,Alimentari,0.83,10,0.91,1,2026-01-05 09:25:01
389,8728416933110,Prodotto Bevande Tradizionale 389,Prodotto Bevande Tradizionale 389 - descrizione commerciale,Bevande,2.51,10,2.76,1,2026-01-06 09:25:01
390,8579285170540,Prodotto Surgelati Convenienza 390,Prodotto Surgelati Convenienza 390 - descrizione commerciale,Surgelati,1.86,10,2.05,1,2026-01-16 09:25:01
391,8771010609659,Prodotto Alimentari Bio 391,Prodotto Alimentari Bio 391 - descrizione commerciale,Alimentari,3.52,10,3.87,1,2026-01-10 09:25:01
392,8663371343663,Prodotto Latticini Classico 392,Prodotto Latticini Classico 392 - descrizione commerciale,Latticini,1.08,10,1.19,1,2026-01-05 09:25:01
393,8818228497478,Prodotto Panetteria Extra 393,Prodotto Panetteria Extra 393 - descrizione commerciale,Panetteria,3.52,10,3.87,0,2026-01-13 09:25:01
394,8195039637355,Prodotto Panetteria Formato Famiglia 394,Prodotto Panetteria Formato Famiglia 394 - descrizione commerciale,Panetteria,2.5,10,2.75,1,2026-01-27 09:25:01
395,8650795860065,Prodotto Igiene Integrale 395,Prodotto Igiene Integrale 395 - descrizione commerciale,Igiene,2.4,10,2.64,1,2026-01-09 09:25:01
396,8430151698619,Prodotto Surgelati Senza Zucchero 396,Prodotto Surgelati Senza Zucchero 396 - descrizione commerciale,Surgelati,3.44,10,3.78,1,2026-01-04 09:25:01
397,8574820849306,Prodotto Alimentari Senza Zucchero 397,Prodotto Alimentari Senza Zucchero 397 - descrizione commerciale,Alimentari,4.36,10,4.8,1,2026-01-02 09:25:01
398,8887685423730,Prodotto Panetteria Tradizionale 398,Prodotto Panetteria Tradizionale 398 - descrizione commerciale,Panetteria,2.18,10,2.4,1,2026-01-12 09:25:01
399,8591867177993,Prodotto Igiene Tradizionale 399,Prodotto Igiene Tradizionale 399 - descrizione commerciale,Igiene,4.01,10,4.41,1,2026-01-24 09:25:01
400,8593593019070,Prodotto Panetteria Tradizionale 400,Prodotto Panetteria Tradizionale 400 - descrizione commerciale,Panetteria,1.67,10,1.84,1,2026-01-20 09:25:01
401,8109240684553,Prodotto Latticini Bio 401,Prodotto Latticini Bio 401 - descrizione commerciale,Latticini,2.62,10,2.88,1,2026-01-05 09:25:01
402,8225329250975,Prodotto Bevande Integrale 402,Prodotto Bevande Integrale 402 - descrizione commerciale,Bevande,0.71,10,0.78,1,2026-01-15 09:25:01
403,8179313920985,Prodotto Surgelati Integrale 403,Prodotto Surgelati Integrale 403 - descrizione commerciale,Surgelati,7.65,10,8.42,1,2026-01-30 09:25:01
404,8648757621283,Prodotto Panetteria Integrale 404,Prodotto Panetteria Integrale 404 - descrizione commerciale,Panetteria,1.52,10,1.67,1,2026-01-06 09:25:01
405,8224905189210,Prodotto Igiene Extra 405,Prodotto Igiene Extra 405 - descrizione commerciale,Igiene,3.51,10,3.86,1,2026-01-25 09:25:01
406,8457988179618,Prodotto Bevande Bio 406,Prodotto Bevande Bio 406 - descrizione commerciale,Bevande,2.96,10,3.26,1,2026-01-27 09:25:01
407,8458088384493,Prodotto Latticini Tradizionale 407,Prodotto Latticini Tradizionale 407 - descrizione commerciale,Latticini,2.75,10,3.03,1,2026-01-13 09:25:01
408,8488427891220,Prodotto Bevande Premium 408,Prodotto Bevande Premium 408 - descrizione commerciale,Bevande,2.58,10,2.84,1,2026-01-17 09:25:01
409,8423337514830,Prodotto Latticini Classico 409,Prodotto Latticini Classico 409 - descrizione commerciale,Latticini,1.3,10,1.43,1,2026-01-26 09:25:01
410,8267876255855,Prodotto Panetteria Premium 410,Prodotto Panetteria Premium 410 - descrizione commerciale,Panetteria,2.97,10,3.27,1,2026-01-11 09:25:01
411,8108542545318,Prodotto Latticini Formato Famiglia 411,Prodotto Latticini Formato Famiglia 411 - descrizione commerciale,Latticini,2.62,10,2.88,1,2026-01-28 09:25:01
412,8899863988504,Prodotto Casa Tradizionale 412,Prodotto Casa Tradizionale 412 - descrizione commerciale,Casa,6.46,10,7.11,1,2026-01-26 09:25:01
413,8467090756350,Prodotto Bevande Premium 413,Prodotto Bevande Premium 413 - descrizione commerciale,Bevande,1.71,10,1.88,1,2026-01-05 09:25:01
414,8960013398732,Prodotto Igiene Convenienza 414,Prodotto Igiene Convenienza 414 - descrizione commerciale,Igiene,4.65,10,5.12,1,2026-01-03 09:25:01
415,8760853334725,Prodotto Igiene Senza Zucchero 415,Prodotto Igiene Senza Zucchero 415 - descrizione commerciale,Igiene,2.44,10,2.68,1,2026-01-03 09:25:01
416,8460089403077,Prodotto Latticini Bio 416,Prodotto Latticini Bio 416 - descrizione commerciale,Latticini,2.65,10,2.92,1,2026-01-24 09:25:01
417,8329901721838,Prodotto Alimentari Formato Famiglia 417,Prodotto Alimentari Formato Famiglia 417 - descrizione commerciale,Alimentari,2.77,10,3.05,1,2026-01-01 09:25:01
418,8739425962292,Prodotto Igiene Premium 418,Prodotto Igiene Premium 418 - descrizione commerciale,Igiene,4.03,10,4.43,1,2026-01-02 09:25:01
419,8122080808396,Prodotto Casa Convenienza 419,Prodotto Casa Convenienza 419 - descrizione commerciale,Casa,11.15,10,12.27,1,2026-01-05 09:25:01
420,8403197609733,Prodotto Igiene Tradizionale 420,Prodotto Igiene Tradizionale 420 - descrizione commerciale,Igiene,4.57,10,5.03,0,2026-01-08 09:25:01
421,8358735817079,Prodotto Casa Bio 421,Prodotto Casa Bio 421 - descrizione commerciale,Casa,11.63,10,12.79,1,2026-01-15 09:25:01
422,8881838400507,Prodotto Casa Integrale 422,Prodotto Casa Integrale 422 - descrizione commerciale,Casa,3.69,10,4.06,1,2026-01-12 09:25:01
423,8445618205114,Prodotto Latticini Formato Famiglia 423,Prodotto Latticini Formato Famiglia 423 - descrizione commerciale,Latticini,2.01,10,2.21,1,2026-01-03 09:25:01
424,8266067250688,Prodotto Igiene Classico 424,Prodotto Igiene Classico 424 - descrizione commerciale,Igiene,5.34,10,5.87,1,2026-01-29 09:25:01
425,8372101856982,Prodotto Bevande Integrale 425,Prodotto Bevande Integrale 425 - descrizione commerciale,Bevande,0.66,10,0.73,1,2026-01-12 09:25:01
426,8738400418178,Prodotto Panetteria Senza Zucchero 426,Prodotto Panetteria Senza Zucchero 426 - descrizione commerciale,Panetteria,1.84,10,2.02,1,2026-01-17 09:25:01
427,8491347285940,Prodotto Latticini Senza Zucchero 427,Prodotto Latticini Senza Zucchero 427 - descrizione commerciale,Latticini,4.58,10,5.04,1,2026-01-30 09:25:01
428,8846311013089,Prodotto Surgelati Senza Zucchero 428,Prodotto Surgelati Senza Zucchero 428 - descrizione commerciale,Surgelati,6.14,10,6.75,1,2026-01-28 09:25:01
429,8801311870803,Prodotto Bevande Integrale 429,Prodotto Bevande Integrale 429 - descrizione commerciale,Bevande,1.49,10,1.64,1,2026-01-14 09:25:01
430,8503574062274,Prodotto Alimentari Convenienza 430,Prodotto Alimentari Convenienza 430 - descrizione commerciale,Alimentari,1.58,10,1.74,1,2026-01-01 09:25:01
431,8759066291671,Prodotto Surgelati Tradizionale 431,Prodotto Surgelati Tradizionale 431 - descrizione commerciale,Surgelati,3.41,10,3.75,1,2026-01-13 09:25:01
432,8210222282918,Prodotto Panetteria Senza Zucchero 432,Prodotto Panetteria Senza Zucchero 432 - descrizione commerciale,Panetteria,2.17,10,2.39,1,2026-01-01 09:25:01
433,8881188865829,Prodotto Bevande Classico 433,Prodotto Bevande Classico 433 - descrizione commerciale,Bevande,1.43,10,1.57,1,2026-01-18 09:25:01
434,8861105492296,Prodotto Latticini Senza Zucchero 434,Prodotto Latticini Senza Zucchero 434 - descrizione commerciale,Latticini,4.21,10,4.63,1,2026-01-09 09:25:01
435,8263218674679,Prodotto Bevande Integrale 435,Prodotto Bevande Integrale 435 - descrizione commerciale,Bevande,2.63,10,2.89,1,2026-01-17 09:25:01
436,8177931211761,Prodotto Latticini Convenienza 436,Prodotto Latticini Convenienza 436 - descrizione commerciale,Latticini,2.54,10,2.79,1,2026-01-11 09:25:01
437,8393985159727,Prodotto Casa Senza Zucchero 437,Prodotto Casa Senza Zucchero 437 - descrizione commerciale,Casa,9.51,10,10.46,1,2026-01-14 09:25:01
438,8511947695368,Prodotto Casa Extra 438,Prodotto Casa Extra 438 - descrizione commerciale,Casa,8.97,10,9.87,1,2026-01-02 09:25:01
439,8591868151624,Prodotto Igiene Convenienza 439,Prodotto Igiene Convenienza 439 - descrizione commerciale,Igiene,3.04,10,3.34,1,2026-01-04 09:25:01
440,8450145952934,Prodotto Igiene Formato Famiglia 440,Prodotto Igiene Formato Famiglia 440 - descrizione commerciale,Igiene,5.05,10,5.56,1,2026-01-22 09:25:01
441,8232568996995,Prodotto Latticini Bio 441,Prodotto Latticini Bio 441 - descrizione commerciale,Latticini,1.48,10,1.63,1,2026-01-20 09:25:01
442,8759826451732,Prodotto Surgelati Classico 442,Prodotto Surgelati Classico 442 - descrizione commerciale,Surgelati,4.66,10,5.13,1,2026-01-26 09:25:01
443,8376646465427,Prodotto Casa Extra 443,Prodotto Casa Extra 443 - descrizione commerciale,Casa,9.91,10,10.9,1,2026-01-15 09:25:01
444,8941451105355,Prodotto Alimentari Premium 444,Prodotto Alimentari Premium 444 - descrizione commerciale,Alimentari,3.13,10,3.44,1,2026-01-05 09:25:01
445,8885639079464,Prodotto Casa Extra 445,Prodotto Casa Extra 445 - descrizione commerciale,Casa,1.89,10,2.08,1,2026-01-16 09:25:01
446,8388174151121,Prodotto Bevande Convenienza 446,Prodotto Bevande Convenienza 446 - descrizione commerciale,Bevande,1.34,10,1.47,1,2026-01-23 09:25:01
447,8830924925129,Prodotto Igiene Bio 447,Prodotto Igiene Bio 447 - descrizione commerciale,Igiene,5.07,10,5.58,1,2026-01-15 09:25:01
448,8791665192211,Prodotto Igiene Senza Zucchero 448,Prodotto Igiene Senza Zucchero 448 - descrizione commerciale,Igiene,8.12,10,8.93,1,2026-01-07 09:25:01
449,8596138529740,Prodotto Bevande Bio 449,Prodotto Bevande Bio 449 - descrizione commerciale,Bevande,2.0,10,2.2,1,2026-01-02 09:25:01
450,8831987019297,Prodotto Surgelati Convenienza 450,Prodotto Surgelati Convenienza 450 - descrizione commerciale,Surgelati,4.64,10,5.1,1,2026-01-27 09:25:01
451,8133750098804,Prodotto Alimentari Premium 451,Prodotto Alimentari Premium 451 - descrizione commerciale,Alimentari,3.44,10,3.78,1,2026-01-30 09:25:01
452,8999802308081,Prodotto Surgelati Extra 452,Prodotto Surgelati Extra 452 - descrizione commerciale,Surgelati,4.78,10,5.26,1,2026-01-17 09:25:01
453,8700208621470,Prodotto Panetteria Extra 453,Prodotto Panetteria Extra 453 - descrizione commerciale,Panetteria,2.12,10,2.33,0,2026-01-06 09:25:01
454,8876614869669,Prodotto Alimentari Tradizionale 454,Prodotto Alimentari Tradizionale 454 - descrizione commerciale,Alimentari,5.03,10,5.53,1,2026-01-02 09:25:01
455,8312020127433,Prodotto Casa Formato Famiglia 455,Prodotto Casa Formato Famiglia 455 - descrizione commerciale,Casa,1.73,10,1.9,1,2026-01-28 09:25:01
456,8252892096177,Prodotto Casa Premium 456,Prodotto Casa Premium 456 - descrizione commerciale,Casa,6.92,10,7.61,1,2026-01-24 09:25:01
457,8127877864011,Prodotto Panetteria Premium 457,Prodotto Panetteria Premium 457 - descrizione commerciale,Panetteria,0.96,10,1.06,1,2026-01-05 09:25:01
458,8212252951294,Prodotto Igiene Classico 458,Prodotto Igiene Classico 458 - descrizione commerciale,Igiene,8.49,10,9.34,1,2026-01-25 09:25:01
459,8917975167311,Prodotto Surgelati Bio 459,Prodotto Surgelati Bio 459 - descrizione commerciale,Surgelati,6.74,10,7.41,1,2026-01-28 09:25:01
460,8895473484298,Prodotto Casa Bio 460,Prodotto Casa Bio 460 - descrizione commerciale,Casa,2.63,10,2.89,1,2026-01-18 09:25:01
461,8552681773882,Prodotto Igiene Bio 461,Prodotto Igiene Bio 461 - descrizione commerciale,Igiene,2.01,10,2.21,1,2026-01-19 09:25:01
462,8583795527664,Prodotto Panetteria Tradizionale 462,Prodotto Panetteria Tradizionale 462 - descrizione commerciale,Panetteria,1.03,10,1.13,1,2026-01-22 09:25:01
463,8230668598810,Prodotto Latticini Bio 463,Prodotto Latticini Bio 463 - descrizione commerciale,Latticini,4.88,10,5.37,1,2026-01-19 09:25:01
464,8524211236203,Prodotto Surgelati Tradizionale 464,Prodotto Surgelati Tradizionale 464 - descrizione commerciale,Surgelati,6.3,10,6.93,1,2026-01-02 09:25:01
